id,topic,argument,source_title,source_url
450,We should further exploit wind power,"A 2009 study on wind power in Spain by Gabriel Calzada Alvarez Universidad Rey Juan Carlos concluded that each installed MW of wind power led to the loss of 4.27 jobs, by raising energy costs and driving away electricity-intensive businesses [REF].",Wind power,https://en.wikipedia.org/wiki/Wind_power
451,We should further exploit wind power,"According to Penny Wright-Senate candidate Greens South Australia, four potential wind energy projects on the Eyre Peninsula could generate more than double South Australia's wind-sourced electricity capacity to 7500 megawatts provided better transmission infrastructure are available.",Energy in South Australia,https://en.wikipedia.org/wiki/Energy_in_South_Australia
452,We should further exploit wind power,"With increasing population growth, Canada has seen wind power as a way to diversify energy supplies away from traditional reliance on fossil fuel burning thermal plants and heavy reliance on hydroelectricity in some provinces.",Wind power in Canada,https://en.wikipedia.org/wiki/Wind_power_in_Canada
453,We should further exploit wind power,"As of 2007, wind energy represented only 1.7% of Illinois' energy production, and it was estimated that wind power could provide 5-10% of the state's energy needs [REF].",Illinois,https://en.wikipedia.org/wiki/Illinois
454,We should further exploit wind power,"On February 11, 2010, the National Renewable Energy Laboratory released the first comprehensive update of the wind energy potential by state since 1993, showing that Ohio had potential to install 55 GW of onshore wind power nameplate capacity, generating 152 TWh annually [REF].",Wind power in Ohio,https://en.wikipedia.org/wiki/Wind_power_in_Ohio
455,We should further exploit wind power,"At the end of 2011, wind power in the People's Republic of China accounted for 62,000 megawatts (MW) of electricity generating capacity,[REF] and China has identified wind power as a key growth component of the country's economy [REF].",Wind power in the People's Republic of China,https://en.wikipedia.org/wiki/Wind_power_in_the_People's_Republic_of_China
456,We should further exploit wind power,"On February 11, 2010, the National Renewable Energy Laboratory released the first comprehensive update of the wind energy potential by state since 1993, showing that Indiana had potential to install up to 148 GW of onshore wind power nameplate capacity, generating 443 TWh annually [REF].",Wind power in Indiana,https://en.wikipedia.org/wiki/Wind_power_in_Indiana
457,We should further exploit wind power,"The 2007 National Energy Policy supports the diversification and increase of energy sources, mainly through renewable energy such as hydroelectricity, geothermal, solar, wind power and biofuels (as well as mineral coal and natural gas).",Electricity sector in El Salvador,https://en.wikipedia.org/wiki/Electricity_sector_in_El_Salvador
458,We should further exploit wind power,"Survey results show that Maine residents ""strongly support wind power development, chiefly because it cuts dependence on fossil fuels and creates jobs"".",Wind power in Maine,https://en.wikipedia.org/wiki/Wind_power_in_Maine
459,We should further exploit wind power,"Despite these complexities, most of the data indicate that wind energy is one of the most cost efficient sources of renewable energy and that when the costs associated with pollution are factored in it is competitive with coal- and gas-fired power stations [REF].",Wind power in Australia,https://en.wikipedia.org/wiki/Wind_power_in_Australia
460,We should further exploit wind power,The IER claims that Pickens' plan relies on government subsidies and that producing large amounts of wind power is not a viable option.,Pickens Plan,https://en.wikipedia.org/wiki/Pickens_Plan
461,We should further exploit wind power,"The U.S. Department of Energy's 2008 report 20% Wind Energy by 2030 envisioned that wind power could supply 20% of all U.S. electricity, which included a contribution of 4% to the nation's total electricity from offshore wind power [REF].",Wind power in the United States,https://en.wikipedia.org/wiki/Wind_power_in_the_United_States
462,We should further exploit wind power,"The U.S. Department of Energy's report 20% Wind Energy by 2030 envisioned that wind power could supply 20% of all U.S. electricity, which included a contribution of 4% from offshore wind power [REF].",United States Wind Energy Policy,https://en.wikipedia.org/wiki/United_States_Wind_Energy_Policy
463,We should further exploit wind power,"In the case of British Columbia, wind energy will help close the electricity deficit that the province is facing into the 2010s and help reduce the reliance on importing power from other jurisdictions that may not use renewable energy sources.",Wind power in Canada,https://en.wikipedia.org/wiki/Wind_power_in_Canada
464,We should further exploit wind power,"According to the article, on December 10, 2010, MSNBC reported that ""Pickens said low natural gas prices have made utility companies view wind power as too expensive."" .",T. Boone Pickens,https://en.wikipedia.org/wiki/T._Boone_Pickens
465,We should further exploit wind power,"At the end of 2009, wind power in China accounted for 25.1 gigawatts (GW) of electricity generating capacity,[REF] and China has identified wind power as a key growth component of the country's economy [REF].",Wind farm,https://en.wikipedia.org/wiki/Wind_farm
466,We should further exploit wind power,"A European Environment Agency report, entitled Europe's onshore and offshore wind energy potential confirms wind energy could power Europe many times over [REF].",Wind power in the European Union,https://en.wikipedia.org/wiki/Wind_power_in_the_European_Union
467,We should further exploit wind power,"A November 2006 analysis found that ""wind power may be able to cover more than 50% of the Danish electricity consumption in 2025"" under conditions of high oil prices and higher costs for CO2 allowances [REF].",Intermittent energy source,https://en.wikipedia.org/wiki/Intermittent_energy_source
468,We should further exploit wind power,A 2009 poll conducted by Portland-based Critical Insights shows that 90% of Maine people support the development of wind power as a source of electricity.,Wind power in Maine,https://en.wikipedia.org/wiki/Wind_power_in_Maine
469,We should further exploit wind power,"According to a 2012 Pew Research Center poll, 44 percent of Americans favor and 49 percent oppose the promotion of increased use of nuclear power, while 69 percent favor increasing federal funding for research on wind power, solar power and hydrogen energy technology [REF].",Anti-nuclear movement in the United States,https://en.wikipedia.org/wiki/Anti-nuclear_movement_in_the_United_States
470,We should further exploit wind power,"According to the National Directorate for Energy and Nuclear Technology (DNETN), grid-connected wind power generation is one of the domestic resources with best potential in Uruguay for the medium and long term [REF].",Electricity sector in Uruguay,https://en.wikipedia.org/wiki/Electricity_sector_in_Uruguay
